recordType,recordId,workerId,workerName,periodStart,periodEnd,projectNumber,projectName,date,vendor,category,activitySummary,currency,amountMinor,actualMinutes,approvedMinutes,pendingMinutes,approvalState,paymentStatus,expectedPaymentOn,settledAt,expectedReimbursementOn,reimbursedAt
time_activity,synthetic-time-15,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #15",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-16,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #16",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-17,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #17",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-18,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #18",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-19,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #19",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-20,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #20",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-21,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #21",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-22,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #22",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-23,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #23",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-24,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #24",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-25,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #25",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-26,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #26",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-27,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #27",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-28,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #28",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-29,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #29",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-30,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #30",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-31,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #31",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-32,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #32",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-33,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #33",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-34,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #34",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-35,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #35",USD,32000,480,,,approved,,,,,
time_activity,synthetic-time-36,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,2026-08-12,,regular,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover. Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #36",USD,32000,480,,,approved,,,,,
compensation_settlement,synthetic-settlement-1,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,Synthetic commissioning validation,,,,,USD,32000,,,,,scheduled,2026-09-10,,,
reimbursable_expense,synthetic-expense-1,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #1",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-2,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #2",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-3,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #3",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-4,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #4",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-5,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #5",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-6,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #6",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-7,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #7",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-8,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #8",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-9,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #9",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-10,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #10",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-11,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #11",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-12,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #12",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-13,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #13",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-14,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #14",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-15,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #15",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-16,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #16",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-17,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #17",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-18,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #18",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-19,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #19",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-20,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #20",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-21,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #21",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-22,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #22",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-23,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #23",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-24,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #24",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-25,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #25",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-26,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #26",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-27,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #27",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-28,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #28",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-29,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #29",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-30,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #30",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-31,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #31",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-32,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #32",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
reimbursable_expense,synthetic-expense-33,synthetic-worker-a,Synthetic Worker A,2026-08-01,2026-08-31,SYN-C-0001-P-001,,2026-08-12,"Synthetic commissioning record with accented text: verificación, proteção, segurança, rollback, interlock and documented operator handover.  #33",travel,,USD,8500,,,,approved,scheduled,,,2026-09-10,
